zi,index,ini,fin,tone
夸,823,k,ua,3
圶,824,k,ui,2
圶,824,q,ia,4
夺,825,d,uo,2
夺,825,w,a,1
夶,826,b,i,3
夵,827,m,ian,4
夵,827,y,an,3
夵,827,t,ao,1
夻,828,h,ua,4
夻,828,p,i,2
夼,829,k,uang,3
夼,829,s,ui,4
灰,830,h,ui,1
戍,831,sh,u,4
匢,832,h,u,1
尥,833,x,i,4
尥,833,n,iao,3
尥,833,l,iao,4
列,834,b,i,4
列,834,l,i,4
列,834,l,ie,4
死,835,j,iu,4
死,835,s,i,3
成,836,ch,eng,2
匟,837,y,i,2
匟,837,k,ang,4
夹,838,g,a,1
夹,838,j,ia,1
夹,838,j,ia,2
夹,838,y,ao,3
夹,838,y,ao,4
夷,839,y,i,2
夷,839,y,in,2
轨,840,g,ui,3
轨,840,q,ian,2
邪,841,y,e,2
邪,841,y,u,2
邪,841,y,a,2
邪,841,x,u,2
邪,841,x,ie,4
邪,841,x,ie,2
邪,841,sh,e,2
邨,842,c,un,1
邨,842,sh,e,4
攷,843,k,ao,3
攷,843,y,ao,1
尧,844,y,ao,2
尧,844,y,i,3
划,845,g,uan,1
划,845,g,uo,3
划,845,g,uo,4
划,845,h,ua,2
划,845,h,ua,4
划,845,h,uai,i
迈,846,m,ai,4
毕,847,s,ong,4
毕,847,b,i,4
至,848,d,ie,2
至,848,zh,i,4
瓧,849,b,ian,1
邷,850,w,a,3
尗,851,sh,u,1
尗,851,sh,u,2
丠,852,q,iu,1
此,853,c,i,3
乩,854,x,in,4
乩,854,j,i,1
贞,855,n,ian,3
贞,855,zh,en,1
虍,856,h,u,1
师,857,d,ang,4
师,857,sh,i,1
尘,858,ch,en,2
尖,859,j,ian,1
劣,860,l,ie,4
光,861,g,uang,4
光,861,g,uang,1
当,862,d,ang,1
当,862,d,ang,4
吁,863,p,u,2
吁,863,x,u,1
吁,863,y,u,1
吁,863,y,u,4
早,864,z,ao,3
旪,865,x,ie,2
叿,866,h,ong,1
叿,866,h,ong,2
吐,867,t,u,3
吐,867,t,u,4
吋,868,c,un,4
吋,868,d,ou,4
吋,868,y,ing,1
吓,869,x,ia,4
吓,869,h,uan,1
吓,869,h,e,4
吓,869,h,a,4
旯,870,l,a,2
旫,871,t,iao,1
曳,872,y,e,4
虫,873,ch,ong,2
虫,873,h,ui,3
虫,873,k,ou,3
曲,874,q,u,3
曲,874,q,u,1
曲,874,j,ue,2
团,875,q,iu,2
团,875,t,uan,2
団,876,t,uan,2
吅,877,s,ong,4
吅,877,x,uan,1
同,878,t,ong,2
同,878,t,ong,4
吕,879,y,a,4
吕,879,l,v,3
吊,880,zh,uo,2
吊,880,d,iao,4
吀,881,m,ie,1
吀,881,s,i,1
吃,882,ch,i,1
吃,882,q,i,1
吒,883,zh,a,1
吒,883,zh,a,4
因,884,y,in,1
吸,885,x,i,1
吖,886,y,a,1
吖,886,,a,1
吇,887,j,i,2
吇,887,z,i,3
吔,888,y,e,1
吔,888,y,e,3
吗,889,m,a,a
吗,889,m,a,2
吗,889,m,a,3
吆,890,y,ao,1
屽,891,j,uan,4
屽,891,,an,4
屽,891,h,an,4
屸,892,h,ong,2
屸,892,l,ong,2
屸,892,,ou,1
屼,893,p,ai,2
屼,893,p,i,4
屼,893,w,u,4
屿,894,y,u,3
屾,895,sh,en,1
岀,896,ch,ao,2
岀,896,ch,u,1
屹,897,g,e,1
屹,897,m,o,4
屹,897,y,i,4
岁,898,s,ui,4
岁,898,l,ie,4
岋,899,x,ian,2
岋,899,j,i,2
岋,899,,e,4
岌,900,j,i,2
帆,901,f,an,1
帆,901,f,an,2
帆,901,f,an,4
辿,902,ch,an,1
辿,902,ch,an,2
回,903,l,u,4
回,903,h,ui,2
屺,904,q,i,3
屺,904,q,ian,1
岂,905,b,ing,1
岂,905,k,ai,3
岂,905,q,i,3
屻,906,r,en,4
屻,906,ch,i,4
屻,906,t,u,2
岃,907,r,en,4
岃,907,k,ou,4
则,908,l,a,4
则,908,z,e,2
刚,909,g,ang,1
刚,909,sh,an,3
氼,910,m,ei,4
氼,910,n,i,4
网,911,j,i,2
网,911,w,ang,3
肉,912,r,ou,4
肉,912,r,u,4
凼,913,d,ang,4
囝,914,f,eng,2
囝,914,j,ian,3
囝,914,n,an,1
囝,914,y,ue,4
囡,915,n,ie,4
囡,915,n,an,1
钆,916,g,a,2
钇,917,y,i,3
钇,917,x,u,1
年,918,n,ing,4
年,918,b,u,4
年,918,n,ian,2
朱,919,sh,u,1
朱,919,sh,u,2
朱,919,x,i,1
朱,919,zh,u,1
缶,920,f,ou,3
缶,920,zh,a,2
劧,921,zh,i,3
劧,921,k,ou,4
刏,922,j,i,1
刏,922,k,uang,4
氘,923,d,ao,1
氘,923,zh,i,3
気,924,h,ua,4
気,924,h,ua,1
気,924,h,ua,2
気,924,q,i,4
氖,925,w,o,4
氖,925,n,ai,3
先,926,x,ian,1
牝,927,p,in,4
牞,928,j,iu,1
牞,928,l,e,4
牞,928,zh,u,3
丢,929,d,iu,1
廷,930,t,ing,2
舌,931,l,uan,2
舌,931,sh,e,2
舌,931,g,ua,1
竹,932,x,ian,1
竹,932,zh,u,2
迁,933,q,ian,1
迁,933,y,ue,4
圱,934,q,ian,1
圱,934,s,u,2
乔,935,q,iao,2
迄,936,q,i,4
毎,937,m,ei,3
仹,938,f,eng,1
仼,939,w,ang,2
伕,940,f,u,1
伟,941,w,ei,3
伝,942,y,un,2
传,943,ch,uan,2
传,943,zh,uan,4
乒,944,p,ing,1
乓,945,p,ang,1
休,946,x,iu,1
休,946,x,u,3
休,946,x,u,4
伍,947,h,ang,2
伍,947,w,u,3
伂,948,p,ei,4
伂,948,x,ian,3
伎,949,q,i,4
伎,949,zh,i,4
伎,949,j,i,4
伎,949,q,i,2
伓,950,p,i,1
伏,951,f,u,2
伏,951,f,u,4
伏,951,l,ian,3
伛,952,y,u,3
伖,953,t,ang,3
优,954,y,ou,1
优,954,y,ou,2
优,954,l,ei,2
伌,955,,ai,4
伌,955,y,i,4
臼,956,j,iu,4
臼,956,l,uan,2
伡,957,ch,e,1
伡,957,j,u,1
佢,958,q,u,2
伢,959,y,a,2
伢,959,h,uan,3
伅,960,q,i,4
伅,960,d,un,4
伐,961,f,a,2
伐,961,g,uan,4
伐,961,h,uan,4
仳,962,b,i,4
仳,962,p,i,2
仳,962,p,i,3
仾,963,d,i,1
佤,964,w,a,3
延,965,y,an,2
仯,966,ch,ao,4
仯,966,m,iao,3
仲,967,l,iao,2
仲,967,zh,ong,4
伣,968,q,ian,4
伣,968,x,ian,4
仵,969,w,u,3
件,970,m,ou,2
件,970,j,ian,4
件,970,b,ian,4
任,971,l,in,4
任,971,r,en,2
任,971,r,en,4
仸,972,f,o,2
仸,972,y,ao,3
伤,973,p,i,4
伤,973,sh,ang,1
伥,974,ch,ang,1
伒,975,h,ua,4
伒,975,j,in,4
伒,975,w,ei,3
伒,975,y,in,2
乑,976,p,an,1
乑,976,y,in,2
乑,976,zh,ong,4
仮,977,f,an,3
价,978,p,an,2
价,978,j,ie,4
价,978,j,ie,e
价,978,j,ia,4
伦,979,l,un,2
仱,980,j,ing,1
仱,980,l,u,4
仱,980,q,ian,2
份,981,b,in,1
份,981,f,en,4
伀,982,zh,ong,1
伀,982,s,u,1
伧,983,c,ang,1
伧,983,ch,en,n
仴,984,w,o,4
伜,985,c,ui,4
伜,985,p,i,2
华,986,h,ua,4
华,986,h,ua,1
华,986,h,ua,2
伆,987,w,u,4
伆,987,w,en,3
伨,988,x,un,4
仰,989,,ang,2
仰,989,y,ang,3
伇,990,y,i,4
伩,991,x,in,4
伉,992,g,ang,1
伉,992,k,ang,3
伉,992,k,ang,4
仿,993,p,ang,2
仿,993,f,ang,3
仿,993,g,ui,4
伙,994,h,uo,o
伙,994,h,uo,3
伙,994,l,uan,2
伪,995,w,ei,3
伫,996,zh,u,4
伔,997,d,an,3
伈,998,l,in,3
伈,998,x,in,3
自,999,z,i,4
伊,1000,y,i,1
癿,1001,q,ie,2
甶,1002,f,u,2
伬,1003,ch,i,3
伬,1003,z,e,e
伄,1004,d,iao,4
血,1005,x,ie,3
血,1005,x,ue,4
向,1006,x,iang,4
向,1006,y,ing,1
囟,1007,p,u,3
囟,1007,x,in,4
似,1008,sh,i,4
似,1008,s,i,4
伃,1009,y,u,2
伃,1009,x,u,4
伃,1009,y,u,3
伃,1009,l,ong,2
伃,1009,l,ong,4
后,1010,h,ou,4
邤,1011,h,ua,4
邤,1011,x,in,1
劤,1012,j,in,4
劤,1012,j,ing,4
行,1013,x,ing,4
行,1013,x,ing,2
行,1013,n,ei,2
行,1013,h,ang,4
行,1013,h,ang,2
行,1013,h,eng,2
彴,1014,b,o,2
彴,1014,zh,uo,2
彶,1015,h,e,2
彶,1015,j,i,2
彵,1016,t,uo,3
彵,1016,y,i,2
甪,1017,l,u,4
甪,1017,p,in,2
舟,1018,zh,ou,1
全,1019,g,eng,4
全,1019,q,uan,2
会,1020,h,ui,4
会,1020,k,uai,4
会,1020,l,i,4
杀,1021,sh,a,1
合,1022,g,e,3
合,1022,h,e,2
兆,1023,zh,ao,4
企,1024,q,i,3
企,1024,m,eng,2
氽,1025,p,i,3
氽,1025,q,iu,2
氽,1025,t,un,3
汆,1026,c,uan,1
汆,1026,t,a,1
乯,1027,h,u,1
乯,1027,t,ong,4
众,1028,zh,ong,4
众,1028,j,ue,2
众,1028,y,in,2
爷,1029,y,e,2
伞,1030,s,an,3
兇,1031,x,iong,1
邠,1032,b,in,1
兊,1033,d,ui,4
兊,1033,r,ui,4
兊,1033,y,ue,4
创,1034,ch,uang,1
创,1034,ch,uang,4
创,1034,l,u,4
刖,1035,d,ie,2
刖,1035,y,ue,4
肌,1036,j,i,1
肌,1036,j,i,4
肍,1037,q,iu,2
肋,1038,l,ei,4
肋,1038,l,e,1
肋,1038,j,in,1
肋,1038,j,i,1
凨,1039,f,eng,1
凩,1040,m,u,4
朵,1041,d,uo,3
杂,1042,d,uo,3
杂,1042,z,a,2
夙,1043,s,u,4
危,1044,z,e,2
危,1044,w,ei,1
氒,1045,j,ue,2
凪,1046,zh,i,3
旨,1047,r,ong,2
旨,1047,zh,i,3
旬,1048,j,un,1
旬,1048,x,un,2
旭,1049,x,u,4
旮,1050,x,u,4
旮,1050,n,ao,3
旮,1050,g,a,1
负,1051,f,u,4
犴,1052,,an,2
犴,1052,,an,4
犴,1052,h,an,1
犴,1052,j,ian,4
犲,1053,ch,ai,2
犵,1054,h,e,2
犵,1054,g,e,1
刎,1055,w,en,3
犱,1056,d,uo,3
犱,1056,j,i,3
犳,1057,b,ao,4
犳,1057,zh,uo,2
犷,1058,g,uang,3
匈,1059,x,iong,1
匈,1059,j,ian,1
乮,1060,m,ao,3
犸,1061,m,a,4
犸,1061,m,a,3
刐,1062,d,an,3
夅,1063,j,iang,4
夅,1063,x,iang,2
舛,1064,ch,uan,3
各,1065,g,e,3
各,1065,g,e,4
名,1066,m,ing,2
名,1066,m,ing,4
灳,1067,h,ui,1
多,1068,d,uo,1
奿,1069,f,an,4
奿,1069,sh,en,1
凫,1070,f,u,2
争,1071,w,ei,3
争,1071,zh,eng,1
邬,1072,w,u,1
色,1073,s,e,4
色,1073,sh,ai,3
饦,1074,t,uo,1
饧,1075,t,ang,2
饧,1075,x,ing,2
冴,1076,h,u,4
冴,1076,y,a,4
冱,1077,h,u,4
壮,1078,zh,i,4
壮,1078,zh,uang,4
冲,1079,n,ao,4
冲,1079,ch,ong,4
冲,1079,ch,ong,1
妆,1080,zh,uang,1
冰,1081,b,ing,1
冰,1081,n,ing,2
庄,1082,p,eng,2
庄,1082,zh,uang,1
庆,1083,q,ing,4
亦,1084,y,i,4
庅,1085,m,o,2
庅,1085,m,e,e
庅,1085,m,a,1
刘,1086,l,iang,3
刘,1086,l,iu,2
齐,1087,j,i,4
齐,1087,q,i,2
齐,1087,zh,ai,1
齐,1087,z,i,1
交,1088,j,iao,1
次,1089,c,i,4
次,1089,z,i,1
次,1089,c,i,2
衣,1090,y,an,4
衣,1090,y,i,1
衣,1090,y,i,4
邟,1091,h,ang,2
邟,1091,k,ang,1
邟,1091,k,ang,4
劥,1092,k,eng,1
产,1093,ch,an,3
决,1094,j,ue,2
决,1094,d,u,1
吂,1095,m,ang,2
吂,1095,m,ang,4
吂,1095,,ou,3
巟,1096,h,uang,1
亥,1097,h,ai,4
亥,1097,j,ie,1
邡,1098,f,ang,1
邡,1098,f,ang,4
充,1099,ch,ong,1
妄,1100,w,ang,2
妄,1100,w,ang,4
闫,1101,p,i,2
闫,1101,y,an,2
闬,1102,b,i,4
闬,1102,h,an,4
闭,1103,b,i,4
闭,1103,l,i,4
问,1104,w,en,4
闯,1105,ch,uang,3
羊,1106,d,eng,1
羊,1106,x,iang,2
羊,1106,y,ang,2
并,1107,b,ing,1
并,1107,b,ing,4
并,1107,q,iao,3
关,1108,g,uan,1
米,1109,m,i,3
米,1109,h,uai,4
屰,1110,j,i,2
屰,1110,j,i,3
屰,1110,n,i,4
屰,1110,p,o,4
灯,1111,d,eng,1
灯,1111,d,ing,1
灲,1112,x,iao,1
灮,1113,g,uang,1
邩,1114,h,uo,3
灱,1115,x,iao,1
州,1116,y,u,4
州,1116,zh,ou,1
弚,1117,t,ui,2
弚,1117,zh,uo,1
汗,1118,g,an,1
汗,1118,h,an,2
汗,1118,h,an,4
汙,1119,y,u,2
汙,1119,y,u,1
汙,1119,w,a,1
汙,1119,w,u,1
汚,1120,w,u,1
污,1121,w,u,1
江,1122,j,iang,1
汢,1123,t,u,u
汏,1124,d,a,4
汏,1124,t,ai,4
汕,1125,sh,uan,4
汕,1125,sh,an,4
汘,1126,q,ian,1
汑,1127,t,uo,1
汔,1128,b,i,4
汔,1128,q,i,4
汌,1129,ch,uan,4
汌,1129,g,ang,1
汋,1130,zh,uo,2
汋,1130,y,ue,4
汋,1130,sh,uo,4
汋,1130,q,ue,4
汋,1130,m,eng,2
汍,1131,h,uan,2
汍,1131,w,an,2
汎,1132,f,a,2
汎,1132,f,an,4
汐,1133,x,i,1
汣,1134,g,ou,3
汣,1134,j,iu,3
汲,1135,j,iu,1
汲,1135,j,i,1
汲,1135,j,i,2
汷,1136,f,ei,1
汷,1136,zh,ong,1
汒,1137,m,ang,2
汒,1137,m,ang,3
汒,1137,m,u,4
汛,1138,x,un,4
汜,1139,x,iao,4
汜,1139,s,i,4
汓,1140,q,iu,2
汓,1140,x,i,3
汓,1140,y,ou,2
池,1141,ch,e,4
池,1141,ch,i,2
池,1141,j,iu,1
池,1141,t,uo,2
汝,1142,r,u,3
汤,1143,t,ang,1
汤,1143,sh,ang,1
汊,1144,ch,a,4
汊,1144,zh,eng,1
忓,1145,g,an,1
忓,1145,h,an,4
忖,1146,c,un,3
忕,1147,sh,i,4
忕,1147,t,ai,4
忏,1148,ch,an,4
忏,1148,q,ian,1
忏,1148,q,ian,3
忔,1149,q,i,4
忔,1149,y,i,4
忛,1150,f,an,1
忣,1151,j,i,2
忙,1152,m,ang,2
忋,1153,f,an,2
忋,1153,g,ai,3
忋,1153,b,ian,4
忚,1154,l,ie,3
忚,1154,q,ie,4
忚,1154,x,i,1
兴,1155,x,ing,1
兴,1155,x,ing,4
宇,1156,y,u,3
守,1157,sh,ou,4
守,1157,sh,ou,3
宅,1158,ch,e,4
宅,1158,d,u,4
宅,1158,zh,ai,2
穵,1159,w,a,1
穵,1159,y,a,4
宆,1160,q,iong,2
字,1161,z,i,4
安,1162,,an,1
讲,1163,j,iang,3
讳,1164,h,ui,4
讴,1165,,ou,1
讴,1165,d,eng,4
军,1166,j,un,1
军,1166,x,u,4
讵,1167,j,u,4
讶,1168,y,a,4
祁,1169,q,i,2
祁,1169,zh,i,3
礽,1170,r,eng,2
礽,1170,y,ue,4
礽,1170,j,ian,4
肎,1171,k,en,3
讷,1172,n,e,4
许,1173,ch,uo,1
许,1173,h,u,3
许,1173,x,u,3
讹,1174,,e,2
讹,1174,d,i,2
论,1175,l,un,4
论,1175,l,un,2
论,1175,j,i,1
讻,1176,ch,an,2
讻,1176,x,iong,1
讼,1177,s,ong,4
农,1178,n,ong,2
农,1178,w,ang,4
讽,1179,f,eng,3
讽,1179,f,eng,4
邥,1180,y,in,4
邥,1180,sh,en,3
设,1181,sh,e,4
访,1182,f,ang,3
访,1182,zh,uo,2
诀,1183,j,i,1
诀,1183,j,ue,2
聿,1184,ch,u,4
聿,1184,y,u,4
聿,1184,zh,uo,2
寻,1185,x,un,2
寻,1185,x,in,2
帇,1186,n,ie,4
那,1187,n,ei,3
那,1187,n,uo,4
那,1187,n,uo,2
那,1187,n,ei,4
那,1187,n,e,2
那,1187,n,e,4
那,1187,n,a,4
那,1187,n,a,3
那,1187,n,a,1
那,1187,l,uo,4
那,1187,n,ai,3
夛,1188,d,uo,1
艮,1189,g,en,4
艮,1189,g,en,3
艮,1189,h,en,2
厾,1190,d,u,1
厾,1190,d,u,3
迅,1191,x,un,4
刔,1192,j,ue,2
尽,1193,j,in,3
尽,1193,j,in,4
迉,1194,q,i,1
弙,1195,w,u,1
导,1196,d,ao,3
异,1197,c,ui,1
异,1197,y,i,2
异,1197,y,i,4
弜,1198,j,iang,4
弜,1198,p,u,1
弛,1199,ch,i,2
弛,1199,c,ui,4
妀,1200,j,i,3
妀,1200,k,uan,1
妀,1200,m,i,4
阱,1201,sh,uai,4
阱,1201,j,ing,3
阮,1202,y,uan,2
阮,1202,,ao,2
阮,1202,r,uan,3
孙,1203,n,ie,4
孙,1203,s,un,1
孙,1203,x,un,4
孙,1203,zh,e,4
阫,1204,p,ei,2
阨,1205,,ai,4
阨,1205,,e,4
阵,1206,zh,en,4
阵,1206,f,eng,1
孖,1207,b,o,2
孖,1207,m,a,1
孖,1207,z,i,1
阰,1208,p,i,2
阰,1208,s,u,4
阯,1209,t,uan,2
阯,1209,zh,i,3
阳,1210,y,u,4
阳,1210,y,ang,2
阥,1211,k,ai,3
阥,1211,y,in,1
阩,1212,sh,eng,1
收,1213,sh,ou,1
阪,1214,b,an,3
阶,1215,j,ie,1
阴,1216,y,in,1
艸,1217,q,i,2
艸,1217,c,ao,3
阬,1218,g,ang,1
阬,1218,k,ang,4
阬,1218,k,eng,1
防,1219,f,ang,2
阦,1220,y,ang,2
阧,1221,y,i,4
阧,1221,d,ou,3
乪,1222,y,u,3
乪,1222,n,ang,2
丞,1223,ch,eng,2
丞,1223,sh,eng,4
丞,1223,zh,eng,1
丞,1223,zh,eng,3
阭,1224,x,iu,1
阭,1224,y,an,3
阭,1224,y,un,3
迆,1225,t,uo,2
迆,1225,y,i,2
迆,1225,y,i,3
奸,1226,ch,a,2
奸,1226,g,an,1
奸,1226,j,ian,1
妅,1227,ch,ou,4
妅,1227,h,ong,2
朶,1228,d,uo,3
如,1229,r,u,2
奾,1230,x,ian,1
奾,1230,x,uan,3
奷,1231,d,ou,4
奷,1231,q,ian,1
奼,1232,ch,a,4
奺,1233,j,iu,3
妁,1234,t,ong,4
妁,1234,y,ue,1
妁,1234,sh,uo,4
妇,1235,f,u,4
妃,1236,f,ei,1
妃,1236,p,ei,4
妃,1236,q,ian,3
好,1237,q,iu,2
好,1237,h,ao,3
好,1237,h,ao,4
她,1238,j,ie,3
她,1238,l,iu,4
她,1238,ch,i,2
她,1238,t,a,1
奻,1239,n,uan,2
奻,1239,q,ing,4
妈,1240,m,a,1
乫,1241,j,ia,1
刕,1242,l,i,2
刕,1242,m,i,2
劦,1243,l,ie,4
劦,1243,x,ie,2
戏,1244,h,u,1
戏,1244,x,i,4
羽,1245,y,u,3
羽,1245,j,i,4
羽,1245,h,u,4
乨,1246,l,ian,4
乨,1246,sh,i,3
贠,1247,y,uan,2
贠,1247,y,un,4
观,1248,g,uan,1
观,1248,g,uan,4
牟,1249,t,ai,1
牟,1249,m,u,4
牟,1249,m,ao,4
牟,1249,m,ou,2
欢,1250,h,uan,1
买,1251,m,ai,3
厽,1252,l,ei,3
叒,1253,r,uo,4
叒,1253,w,u,4
纡,1254,y,u,1
纡,1254,b,a,2
红,1255,y,i,4
红,1255,t,ou,4
红,1255,g,ong,1
红,1255,h,ong,2
纣,1256,zh,ou,4
纣,1256,z,ong,1
驮,1257,d,uo,4
驮,1257,d,u,4
驮,1257,t,uo,2
纤,1258,x,ian,1
纤,1258,q,iu,2
纤,1258,q,ian,4
纤,1258,j,u,1
纥,1259,g,e,1
纥,1259,h,e,2
驯,1260,b,ian,4
驯,1260,x,un,2
驯,1260,x,un,4
约,1261,y,ao,1
约,1261,y,ue,1
级,1262,j,i,2
级,1262,ch,i,4
纨,1263,w,an,2
纨,1263,x,i,3
纩,1264,k,uang,4
纪,1265,j,i,3
纪,1265,j,i,4
驰,1266,j,ie,1
驰,1266,ch,i,2
驰,1266,h,ai,2
纫,1267,r,en,4
纫,1267,q,i,3
糸,1268,g,u,2
糸,1268,m,i,4
糸,1268,s,i,1
糹,1269,sh,ao,4
糹,1269,s,i,1
巡,1270,sh,un,4
巡,1270,x,un,2
巡,1270,y,an,2
匤,1271,q,u,1
匤,1271,l,i,4
寿,1272,sh,ou,4
玕,1273,g,an,1
玕,1273,w,ang,2
玗,1274,k,e,1
玗,1274,y,u,2
玒,1275,h,ong,2
弄,1276,n,ong,4
弄,1276,l,ong,4
玙,1277,j,iao,3
玙,1277,y,u,2
玔,1278,ch,uan,4
玓,1279,d,i,4
玖,1280,j,iu,3
玖,1280,j,uan,1
麦,1281,m,ai,4
迋,1282,w,ang,4
迋,1282,k,uang,2
迋,1282,k,uang,1
迋,1282,g,uang,4
玘,1283,q,i,3
玘,1283,y,an,2
玚,1284,ch,ang,4
玚,1284,y,ang,2
玛,1285,m,a,3
攼,1286,x,ie,4
攼,1286,h,an,4
攼,1286,g,an,1
坓,1287,j,ing,3
坓,1287,x,ing,2
形,1288,x,ing,2
进,1289,j,in,4
进,1289,x,i,1
进,1289,zh,i,4
戒,1290,j,ie,4
吞,1291,t,un,1
吞,1291,m,ang,2
吞,1291,t,ian,1
迗,1292,,e,2
坖,1293,h,e,2
坖,1293,j,i,4
坖,1293,x,ie,2
远,1294,y,uan,4
远,1294,y,uan,3
违,1295,w,ei,2
韧,1296,sh,uo,4
韧,1296,r,en,4
刬,1297,ch,an,3
刬,1297,ch,an,4
刬,1297,,ou,1
运,1298,c,ui,3
运,1298,y,un,3
运,1298,y,un,4
抂,1299,z,ai,4
抂,1299,w,ang,3
抂,1299,k,uang,2
抂,1299,h,u,4
扶,1300,f,u,2
扶,1300,p,u,2
坃,1301,x,un,1
抏,1302,w,an,2
抚,1303,f,u,3
坛,1304,t,an,2
抎,1305,y,un,3
抎,1305,m,ou,3
抟,1306,t,uan,2
镸,1307,ch,ang,2
技,1308,j,i,4
技,1308,q,i,2
坏,1309,h,uai,4
坏,1309,p,ei,2
坏,1309,p,i,1
抔,1310,p,ou,2
抠,1311,k,ou,1
坜,1312,l,i,4
扰,1313,r,ao,3
扰,1313,y,ou,4
抜,1314,b,a,2
扼,1315,,e,4
拒,1316,j,u,3
拒,1316,j,u,4
坉,1317,t,un,2
坉,1317,d,un,4
扽,1318,d,en,4
找,1319,zh,ao,3
找,1319,h,ua,2
批,1320,d,i,2
批,1320,p,i,1
批,1320,p,i,2
坘,1321,d,i,3
坘,1321,y,ou,3
瓨,1322,h,ong,2
瓨,1322,m,eng,3
瓨,1322,x,iang,2
址,1323,sh,e,2
址,1323,zh,i,3
扯,1324,ch,e,3
走,1325,b,i,4
走,1325,z,ou,3
抄,1326,ch,ao,4
抄,1326,s,uo,1
抄,1326,ch,ao,1
抄,1326,ch,ao,3
抇,1327,g,u,3
抇,1327,h,u,2
坝,1328,b,a,4
抐,1329,n,i,4
抐,1329,n,e,4
抐,1329,r,ui,4
抐,1329,j,u,4
抐,1329,n,a,4
汞,1330,g,ong,3
贡,1331,ch,ao,1
贡,1331,g,ong,4
抙,1332,f,u,1
抙,1332,p,ou,1
抙,1332,p,ou,2
抍,1333,h,u,4
抍,1333,zh,eng,3
坆,1334,f,en,2
坆,1334,m,ei,2
扷,1335,b,a,1
扷,1335,,ao,4
攻,1336,g,ong,1
攻,1336,sh,eng,4
扸,1337,x,i,1
扸,1337,zh,e,2
赤,1338,ch,i,4
赤,1338,x,i,1
圻,1339,y,in,2
圻,1339,q,i,2
折,1340,h,u,4
折,1340,sh,e,2
折,1340,t,i,2
折,1340,zh,e,1
折,1340,zh,e,2
抓,1341,l,ing,3
抓,1341,zh,ua,1
坂,1342,b,an,3
坂,1342,h,uo,4
扳,1343,p,an,1
扳,1343,b,an,1
圿,1344,j,ia,2
扴,1345,j,ia,2
抡,1346,l,un,1
抡,1346,l,un,2
扵,1347,y,u,2
坅,1348,q,in,3
扲,1349,q,in,2
扲,1349,q,ian,2
坋,1350,b,en,4
坋,1350,f,ei,4
坋,1350,f,en,4
扮,1351,f,en,3
扮,1351,h,uo,3
扮,1351,b,an,4
扮,1351,f,en,1
抸,1352,j,ia,1
抢,1353,q,iang,1
抢,1353,ch,eng,1
抢,1353,q,iang,3
抈,1354,y,ue,4
坁,1355,zh,i,3
坁,1355,zh,i,4
扺,1356,q,i,2
扺,1356,zh,i,3
孝,1357,m,iao,4
孝,1357,x,iao,4
圽,1358,m,o,4
坎,1359,k,an,4
坎,1359,k,an,3
扻,1360,k,an,3
扻,1360,s,un,3
扻,1360,zh,i,4
均,1361,j,un,1
均,1361,y,un,4
坍,1362,y,u,4
坍,1362,t,an,1
坍,1362,w,ang,2
抣,1363,y,un,2
抣,1363,y,un,n
坞,1364,w,u,4
抑,1365,y,i,4
抛,1366,p,ao,1
坄,1367,w,an,4
坄,1367,y,i,4
抅,1368,j,u,1
投,1369,d,ou,4
投,1369,t,ou,2
抃,1370,c,en,2
抃,1370,b,ian,4
坟,1371,d,u,4
坟,1371,f,en,2
抆,1372,w,en,3
坑,1373,k,ang,4
坑,1373,k,eng,1
坑,1373,zh,i,1
抗,1374,k,ang,4
抗,1374,l,iu,3
抗,1374,g,ang,1
坊,1375,f,ang,1
坊,1375,f,ang,2
坊,1375,f,ei,4
灻,1376,ch,i,4
抖,1377,d,ou,3
护,1378,h,u,4
坈,1379,k,eng,1
坈,1379,r,ong,3
壱,1380,y,i,1
壱,1380,s,e,4
売,1381,m,ai,4
壳,1382,k,e,2
壳,1382,q,iao,4
抌,1383,d,an,3
抌,1383,j,uan,3
抌,1383,sh,en,3
志,1384,zh,i,4
抋,1385,q,in,4
抋,1385,m,ou,3
块,1386,k,uai,4
块,1386,y,ue,2
抉,1387,j,ue,2
択,1388,z,e,2
扭,1389,ch,ou,3
扭,1389,n,iu,3
扭,1389,zh,ou,3
扭,1389,zh,ou,4
声,1390,b,ian,3
声,1390,q,ing,4
声,1390,sh,eng,1
把,1391,b,a,3
把,1391,b,a,4
把,1391,p,a,2
把,1391,t,ian,1
报,1392,b,ao,4
